"","listing_id","id","date","reviewer_id","reviewer_name","comments"
"792598",15130671,163155113,"2017-06-23",133029991,"Gayathree","Perfect for single guest. "
"886375",16912522,179580596,"2017-08-07",1642944,"Kate","This is a sweet and simple apartment with a garden terrace.  Although just a block from Rose, it is quiet.  One block away are great restaurants, incredible ice-cream, a short walk to Whole Foods and the beach.  Perfect location!  We didn't even rent a car!  The apartment reminded me of movies set in LA in the 40s and 50s.  We loved it!"
"911751",17463149,515841772,"2019-08-23",241281285,"Julien","Arrivés dans le logement, mauvaise odeur, le ménage n’a pas été fait . Poussière toiles d’araignée , mobilier rustique, piège à cafard à chaque coin de pièces . Rideau de douche en tissu. Salissure sur les murs ... 
Nous nous sommes ma femme , ma fille et moi senti tout de suite très mal à l’aise dans ce logement. L’allée qui menait au studio était pas entretenue, la piscine sale ... 
le pire de tout a été dans la chambre  . La découverte au tout début d’un sous vêtement masculin sous l’une des tables de nuit ma tout de suite donné envi de regarder de l’autre côté du lit et la , surprise... un cafard mort . 
Nous avons passé la moitié de la nuit dans la voiture car les hôtels à cet heure ci ( arrivée tardive ) étaient à des prix très élevés...  CAUCHEMARDESQUES."
"1415611",30134089,409763591,"2019-02-08",12708043,"Leila","It is the center of LA so you can reach anywhere in 20-30 min. To contact with Owen & Niah is not difficult at all and their prompt feedback was very helpful before and during my stay. Their house is located in very calm neighborhood. Everything is in their house so just pack your things and go there to enjoy LA!"
"1212307",23147446,335659412,"2018-10-12",56743396,"Daniel","Great place, great location"
"428571",6800557,162432275,"2017-06-20",19322,"Cindy","If you are looking for a magical experience, definitely consider staying @topangatipi.

Sitting outside enjoying a glass of wine and sweet treats during a summer night was nothing short than idyllic.

"
"1423712",30513932,517715261,"2019-08-25",144761596,"Thibaud","Parfait !"
"786708",15022194,137488709,"2017-03-15",117639438,"Jieying","室内很温馨整洁｡位置离市中心大概开车需要20分钟,房主人很好,有任何问题也很好沟通｡会推荐朋友来入住!"
"460152",7515886,61752242,"2016-02-08",30371175,"Lennart","We traveled to Los Angeles in January 2016 and stayed in this apartment for 9 nights. It was one of our first experiences with airbnb and we were really impressed! The suite is exactly as shown in the pictures - modern, clean and comfy. Also Brandon and Shirin were very helpful. If we come back to L.A., this apartment would be our first choice!"
"217367",2601068,273630218,"2018-06-06",183242467,"Peng","Great place to stay! Good location and very nice host. Everything at the house is very organized and clean."
"997529",19097686,422999083,"2019-03-12",238796105,"Haruno","お部屋など凄く綺麗でとても過ごしやすく
ﾊﾞｽﾙｰﾑも広くて使いやすかったです｡
わんちゃん猫ちゃんも人懐っこくて可愛いい子達でした
ありがとうございました｡"
"334642",4769578,266946120,"2018-05-20",167344564,"Rachael","Alejandro's place was very stylish, nicely decorated and clean. The beds were comfy and spacious. There was even a big TV with Netflix subscription which was an unexpected addition and which we enjoyed using a lot. The toilet was a bit small, but that's not a big issue in light of how lovely the rest of the room was. We had to struggle to bring our heavy luggages up the three storeys of stairs leading up to Alejandro's apartment, but Sebastian (Alejandro's assistant) helpfully carried one of the luggages up for us. Sebastian responded promptly to our messages on the Airbnb app which made for a smooth check in. Overall we really enjoyed our stay at Alejandro's place :)"
"252781",3385551,216408778,"2017-12-03",68225361,"Kelly","This home has a fabulous view and is a great place to stay in this part of LA. It was very clean and you can tell it is well taken care of. We appreciated the respect for the original fixtures and details of this little bungalow. We felt welcomed and were happy guests. :  )  Thanks, Thom and Kate!"
"1283521",25060172,268697453,"2018-05-25",161746840,"Peter","Excellent value, many repeat customers so don't snooze on this one, else...
Plus, bring a reason to use the awesome restored vintage stove!"
"1198510",22815053,348140392,"2018-11-12",132856426,"Chris","Great location, easy walk to ever"
"316260",4423735,127371736,"2017-01-17",24329284,"Sebastian","Awesome place.. spacious and eclectic! We had a great time.. close to everything from grand central market to museums. Darrel was very helpful and his assistant too!"
"687698",13222856,154265304,"2017-05-23",56452643,"Alvin","The house is pretty much as shown in the pictures, very neatly designed and very spacious with three huge rooms. The location is not far from supermarkets etc but you will need a car as it's on the hills. Connection (both wifi and cell reception is a bit of an issue). My main problem is I don't think the house was professionally cleaned before we arrived, surfaces were cleaned but stairwells and washrooms could improve. Other than that, it was a nice pleasant place."
"1040967",19953804,447475421,"2019-05-03",10923315,"Jangsher","Exceptional service. The room was sparkling clean. The host was really nice. Neighbor hood is safe and there is plenty of car parking available on the street. Would love to stay again."
"148551",1381369,43587662,"2015-08-20",433147,"Nicole","This is a spectacular home on a hillside in Silver Lake! Al and Leslie were wonderful hosts and everything about the home was perfect. Great big kitchen, bedrooms, and bathrooms!!"
"790193",15076874,217519758,"2017-12-09",1538380,"Gary","Grant's place was cozy, clean and just what I need for short stay in Venice. Grant communicated information necessary for my stay promptly. Checkin was super easy."
"1228751",23593654,465987248,"2019-06-08",236976973,"Maru","Place was amazing ... very close to Venice beach however they didn't have any cable so it was kinda hard to enjoy ourselves if we wanted to stay in but AMAZING PLACE!!!!"
"800882",15327904,145899741,"2017-04-20",45594022,"Alex","Wow what a beautiful home! Very clean and spacious, great location, and exactly as described. Communication was easy and timely. The check-in experience was smooth and we even received a walk-through tour of the home. Sim and the gentleman who opened the home for us were extremely kind and welcoming. Plus, the piano/organ in the downstairs area was a nice touch for keyboard players."
"1322986",26575948,411812622,"2019-02-13",194603991,"Matthew","Vivian’s place was amazing as always"
"403619",6278217,34718749,"2015-06-11",33228427,"Tiina","We have just returned from our holiday and can highly recommend ""Little Templeton House"". We had a fantastic time, this little studio was just perfect for us in every way. Stef was an excellent host and gave us some great advice on local eateries, bars, clubs, places to visit etc. nothing was too much trouble. We really felt at home here. Location is very good, nearby Venice beach, Santa Monica, Marina del Rey, Manhattan Beach (which was by far our favourite place "
"606920",11242811,504435653,"2019-08-07",280761416,"Pahuab","We enjoyed our stay although the shower wasn’t so pleasant as expected. Other then that, it’s a great home!"
"149463",1399365,185479870,"2017-08-21",22454086,"Gwen","This was a great location and the apartment was perfect for what I was looking for. 
Their courtyard area is beautiful and peaceful. 
Very attentive hosts too."
"658436",12540316,255208155,"2018-04-19",2790538,"Bryony","What a stunning location!! The horses and donkies are such fun to be around and Jessica and Avi are so welcoming. I really hope to return to this idyllic spot!!"
"1070655",20606648,463679031,"2019-06-03",37323050,"Janny","Leuk huis en tuin, van alle gemakken voorzien. Goede douche.
Lekkere roomsprays en zeep, homemade!"
"1351687",27775583,479972573,"2019-07-01",267240632,"Varick","10/10"
"239841",3116245,133175398,"2017-02-20",5685284,"Iris","Great stay! We felt so welcome. Donghua was very communicative and made sure we were taken care of."
"1180908",22410101,401478698,"2019-01-14",111294114,"Renee","Great place great location"
"1459947",32615845,495942701,"2019-07-26",31265758,"Mo","Erica and Brett's place is amazing. Exactly as advertised. Beautifully appointed, cute little house with everything you need. The area is quiet and safe, and you have your own parking. Lovely outdoor spaces too. The owners are super friendly and warm people, and we met (and miss) Sarge and Dixie, the pups. Five Stars and thank you "
"1421495",30423054,408808904,"2019-02-05",206411056,"Rachel","Space is great and in a great location! Very stylish. Check in was a bit tricky since there are a lot of specific rules and ways you have to go about things for the building but overall  a good stay."
"186699",1985445,129972243,"2017-02-03",111686004,"Amber","Jocelyn' s place is super clean and cozy.You got everything you need in the apartment and it's close to supermarkets and shops. It was a good experience and I would recommend it."
"1262246",24455673,417012195,"2019-02-25",72930768,"Kelly","This place is absolutely perfect!"
"719198",13720334,104975415,"2016-09-29",51960664,"Aaron","Very cozy and beautiful place in downtown LA. There is a really nice view of LA from the rooftop of this building."
"730972",13922631,508412380,"2019-08-12",124860940,"Renee","This place is ran by a corporation. Not an individual. They claim that you MAY have to complete an additional step as part of the approval. They then charged me and said that I HAD to sign a rental agreement to rent the apartment. 

We rented the space for a company meeting for one of my team members traveling. This was indicated on the reservation multiple times. Still, she could not gain access to the space when she arrived and they refused to provide the access code even though she was listed on the reservation. 

The apartment is accessed via a security code which makes noise 5 minutes after you have entered the home. This was not communicated and it was very unnerving for our team member staying there. 

Canned communication came from several customer service reps while we were staying there (eg how is the stay? On night when we couldn’t gain access). 

I will DEFINITELY read all the fine print and look out for corporate owned apartments in the future."
"725484",13823767,249776562,"2018-04-02",37447946,"Salvator","The hosts did a fantastic job of accommodating us even though we had no service most of the time so communication was limited. They provided fail-proof instructions on absolutely everything, including directions posted throughout the house so we could navigate when we came in late at night.

The place was in a safe neighborhood and the room itself was clean and included a private bathroom."
"144301",1329760,271580829,"2018-06-01",183681957,"Scott","Great place really enjoyed the stay  Peggy has been a phenomenal host. "
"1030170",19767512,304558385,"2018-08-09",157200397,"Aylin","This was a perfect stay especially after a flight and wanting to be near LAX. Such an easy check in! Very clean, highly recommended!! I will stay here again for sure!"
"1374292",28546845,511709368,"2019-08-17",276011872,"Ariel","Shuyu was very nice and very quick to respond! If you’re looking for your own room and to come and go as you please then this is the place for you. You get your own parking spot and also very quiet neighborhood."
"834726",15985313,185504904,"2017-08-21",26168183,"Stephanie","Great location. Only one block from the beach. Close to everything. The mattress was so comfortable which was a pleasant surprise."
"943770",18059546,201150564,"2017-10-07",143042304,"Erika","Celile was exceptionally responsive and helpful in making the arrangements. Unfortunately, she is new to vacation rentals and her home was not as expected upon arrival. The pictures posted do not provide a true view of the home which was disappointing. I believe with a good cleaning crew, updated pictures of the bedrooms, professionally cleaning of the carpet, etc this will be a great rental. The home has such potential!! It’s in a quiet neighborhood, kitchen is awesome, living space is great and overall could be a comfortable space. Celile was very understanding of the concerns I had and is making improvements. She appeared to genuinely want things to go smoothly and I believe she will learn quickly how important it is to have accurate pictures so guests aren’t surprised. I would request photos of the bedrooms to include the carpet before booking; she stated the carpets would be professionally cleaned before the next guests. We couldn’t stay in the home in the current condition. I believe with a little experience and updates I’ve communicated to her this will be a great rental."
"897850",17158706,199342424,"2017-10-01",23468203,"ByungJoon","아주 훌륭한 숙소입니다.
깨끗하고, 넓고, 주방도 훌륭하고, 세탁도 가능하고, 주차도 편리합니다. 
유니버셜스튜디오도 가까워서 초1 아이와 걸어가는데 10 ~ 15분 정도 걸렸습니다. 
LA 방문하시는 분들께 추천합니다."
"1485247",34202965,485403318,"2019-07-10",81243185,"Julia","Thank you to Julia and her husband for the warm welcome. A room and amenities corresponding to the pictures. Perfect location to visit Los Angeles and small attentions that made our stay perfect!"
"1048069",20122066,401489061,"2019-01-14",162267312,"Julio","Awesome view great place."
"1424018",30532427,517761366,"2019-08-25",24997770,"Steph","Awesome location- close to restaurants and shops. Just remember that Abott Kinney is a hopping area! We used noise maker app to drown out outside noise after first night (genius) so we could sleep well Unit is clean, communication impeccable. Loved the parking and lock codes so no key required. Few minor fixes needed to bathroom fixtures but other than that no issues. Would definitely stay again!"
"18332",101702,1064520,"2012-03-31",117017,"Ann","It's hard to add to the enthusiasm already expressed about this place, but once you stay here you just have to gush.  Everything about it is wonderful-the apartment, the succulents, Maiana, Punky, Grey Grey, Changu, little Manu.  My only regret is that I was in LA for work so I didn't get a chance to enjoy the place as much as I wanted to.  I'll need to come back to enjoy the fire pit.  Anyways, everything you read is true and more.  If you are here for work and work is downtown, then it's only a 10 minute commute--very dreamy for LA.  I read in the guest book that someone proposed here--it's that good!"
"65293",590957,34687936,"2015-06-10",8327917,"Mikala","Lauries home was really tidy,clean and homey. We felt at home intantly  Laurie was really sweet and careing.. Made a lovely breakfast for us! A Nice pleasant stay for my last Night in LA! Thank you Laurie "
"954374",18278425,367875916,"2019-01-05",230096821,"Kimetria","I had a pleasant stay at George’s place. Every room was clean and accommodating. George was quick to answer any questions, I highly recommend George place if you’re looking for a clean, safe, and accommodating stay."
"53607",503659,8563328,"2013-11-05",5428499,"Richard","The place is amazing! Jackie and Corey took so good care of us. Thank you so much for having us."
"1424505",30562417,418294959,"2019-03-01",5629668,"Fedor And Olga","Very nice apartment in Koreatown with a gorgeous view. The rooms were spacious, and the host was very responsive and friendly."
"178845",1831489,80162260,"2016-06-16",28219983,"Christine","Sonia was friendly and welcoming.  She made our arrival seamless.  The home was extremely clean and well-stocked.  We felt right at home from the moment we arrived!  It is also extremely convenient to the airport.  It took us just ten minutes to get to our flight when we left.

I would highly recommend Sonia's home and would stay here again if we were back in the area!"
"766500",14616250,151620622,"2017-05-13",121642703,"Rupi","Great place and very close to everything! "
"1274797",24824807,317196473,"2018-09-01",113991626,"Matsuo","立地は静かな住宅地なのでれんたかｰﾚﾝﾀｶｰなどがあれば便利はいいかと思います｡
ﾊﾘｳｯﾄﾞ､ﾀﾞｳﾝﾀｳﾝ､ﾋﾞｰﾁｻｲﾄﾞまで各20分づつぐらいです｡

冷房がないので夏の暑い時期じゃなけじゃなければ過ごしやすいです｡

ｷｯﾁﾝはありません｡"
"1167787",22193219,324294783,"2018-09-16",214148937,"Blanca","I have to truly say, this was our first experience with Airbnb, my mother is a host as well, and I wasn’t sure about trying it out. But this was by far the most amazing and rad place. We would recommend this place 10/10 to anyone and everyone we know. We’re definitely making this our go to spot whenever we want to get away for the weekend. Thank you Cory and Angela this was such a great place!(:"
"1426482",30714360,504482508,"2019-08-07",23820806,"Thuan","This space has everything you (and your dog) need for a stay in Los Angeles. It is perfectly located, comfortable, and spacious. Major plus: the backyard is great for letting your pup roam around. AdaPia and Andrew are also both very friendly and communicative. We booked incorrect dates for our trip but they were quick to accommodate us. We'd definitely stay again!"
"648398",12295180,159800455,"2017-06-11",29742667,"Felipe","We never got to meet Valeria in person but she was so great to communicate with.
We had a late booking and she accepted our request very promptly.
The place is very clean, nest and organized. The check-in process, including getting Into the building, apartment, and room were easy and made us feel safe.
The room has its own bathroom which was very nice, and the area is quiet and peaceful.
Thanks for a great experience. We would definitely stay here again."
"299436",4137609,24382533,"2014-12-27",8896710,"Drew","The place was super cute with a lovely back patio.  The location was perfect for me as I was visiting family nearby.  The place is in my favorite part of Echo Park very close to nice hikes/walks in the park and nice shops. Checking in was super easy."
"874317",16666389,148399344,"2017-04-30",58336098,"Mulan","Very cozy place! Eitan is a great host and very helpful when needed. The room was spacious and exactly as described. Highly recommended!"
"1255484",24306311,423656916,"2019-03-14",174848081,"Liliana","El apartamento es precioso. Está ubicado casi mismo en el Hollywood Boulevard en la mejor zona, a pasos del Dolby Theater. Fuimos en familia y quedamos muy agradecidos por la comodidad del apartamento, amplio, con buenas camas, almohadas y almohadones. Buena iluminación, televisión y servicios en general. Genial! Lo recomiendo!!"
"260519",3563679,216950648,"2017-12-06",139937222,"Shelley","Malibu by the Sea is fabulous. The beachfront location cannot be beat for beautiful scenery. Connie is a wonderful host and adds special touches to the lovely condo to make you comfortable and feel right at home. We loved our stay and absolutely plan to return."
"1233935",23700683,426358820,"2019-03-20",162115481,"Preston","Clean room, nice neighborhood. It will work well for many types of people."
"1246733",24042921,527412583,"2019-09-10",103838459,"Justine","The host canceled this reservation 23 days before arrival. This is an automated posting."
"913792",17500531,235169876,"2018-02-15",4125707,"Nadine","Very friedly and helpful . Close to the beach"
"1164371",22107657,507655539,"2019-08-11",29926804,"Runmina","Place was great! Walking distance to convention center. Listing exactly as pictures. My only advice would be to let uber drop you in front  of the place, since it is a bit sketchy looking (no issues but we were 2 females and didn’t feel comfortable walking)  at night"
"198655",2210493,240729733,"2018-03-05",170273527,"John","Sam makes Airbnb look good. Bravo!"
"815887",15625826,250599846,"2018-04-05",2245151,"Gary","Everything you need, attentive and engaging host, can’t go wrong."
"752994",14323505,447500531,"2019-05-03",80528650,"Joop","nice location, also the 2 bikes was super handy, close to all sights."
"306920",4251124,108679596,"2016-10-16",3058609,"Tina","This place was great! Dawn was an excellent communicator - the place was described perfectly and in the best location for our needs! This guesthouse had all the amenities we needed and was very spacious. Dawn even went above and beyond for our family for our personal baby needs! I would definitely recommend this place and stay here again if I was in Woodland Hills! "
"729382",13911745,132933234,"2017-02-19",116417275,"Israfil","Nice and very clean place!"
"1473668",33407391,512837011,"2019-08-18",247079081,"Danilo","The best !! I felt like home! Amazing condo area and the host is super helpful!
I would definitely recommend and stay here next time I am back in LA!"
"362864",5328999,241112469,"2018-03-07",5707383,"Philip","I've stayed with Monique more than once- it's a great, well-equipped little space in a quiet and central neighborhood."
"354675",5181303,121386684,"2016-12-16",18487977,"Frankie","Great place if you want to be in Silver Lake / Los Feliz "
"1105818",21137583,204157122,"2017-10-16",51624419,"Nur","This place is absolutely gorgeous!  Felt like a home. Clean and very comfortable. Kristy was super attentive and kind, highly recommend staying here! Will definitely come back."
"963148",18473391,417030332,"2019-02-25",122584951,"Anh","Easy going host. Located in safe suburban neighborhood with plenty of street parking. The room is comfortable, no temperature fluctuation, and the carpet is extremely soft on the feet . The bathroom is beautiful with 2 awesome shower head. The provided towel is also soft and of good quality."
"888252",16930020,330672416,"2018-09-30",36947112,"Clara","The place was really nice, and the location was amazing. Right next to a great coffee place and a grocery store, and walking distance to the beach everything you need. A very nice street with great restaurants. Robert was very sweet, and the private bathroom is right next to the room, so you get plenty privacy. We would definitely recommend this place!"
"609399",11341660,164818443,"2017-06-29",10813850,"Austin","Enjoyed Bekim's apartment quite a bit...very close to Ventura where everything is happening and only a couple blocks from the 405 and maybe 2 blocks from the 101...perfect location at a very reasonable price"
"1357789",27999985,446932400,"2019-05-02",214406565,"Rieko","We stayed at Feith’s place for 4 nights, and everything was really great! We highly recommend her place. The location is convenient, you can easily walk to many good coffee shops, restaurants and shopping places. We stayed in the private room and shared the living room, but Feith was mostly out and let us use the entire space, so there was absolutely no inconvenience. We loved Chess the cat, he is the nicest and most friendly cat we’ve ever met. And Coco, a very small and cute dog. 
The only note is about the laundry facility at the basement. Many of the machines were out of order, and the ones working were occupied by other residents, so we weren’t able to use it at all during our stay. But it is more the building issue and not something Feith can fix. We drove to one of the laundromats. If you want to do a laundry during your stay, maybe better not rely on the ones in the building."
"879290",16779165,324775125,"2018-09-17",754743,"Riyaana","Gorgeous Topanga oasis better than the descriptions. Jennifer is a kind and thoughtful host and her home has wonderful amenities and peaceful vibes all around. Everything about my experience was easy."
"105184",917196,107672761,"2016-10-11",94407193,"Anastas","Nava is awesome and her apartment is amazing. I had a great time in Calabasas. "
"976138",18676347,190278764,"2017-09-03",131268492,"Alvin","Quiet place with a nearby convenience store. Private parking was an added plus. Jay was  in responding when we had some flushing issues. The rooms didn't have any night curtains which made it a bit bright during the mornings."
"1042902",19985192,404106726,"2019-01-22",230383463,"Ambur","This place is great! The years is huge. Great for family’s who are visiting the LA area. Loved that is was in walking distance to shopping and restaurants as well as Trader Joe’s. The place was clean and well decorated. We loved staying here and would stay here again in a heart beat."
"633197",11984276,279127127,"2018-06-19",158442523,"Maira","This place was amazing, it was very clean and Noami and & Amir are great host! They recommend places where you can go eat or just have a great time. The only thing I hated about this place was parking."
"580430",10553637,198224063,"2017-09-28",16991988,"Sadie","An easy stay! Good communication and quiet location."
"330367",4663197,480407506,"2019-07-02",268580707,"Maha","I recommend this property great location and quiet neighborhood"
"510534",8654861,62537813,"2016-02-15",46953999,"Phyllis","Taylor's place is like (Website hidden by Airbnb) located in a picturesque residential neighborhood on a hill with a peaceful backyard filled with antiques, two lemon trees and a view of the Hollywood sign. I've been to LA before and I'm familiar with the neighborhood so it was great to have a quiet and private place that felt like home. Also, not to mention, Taylor and Don are set dressers and their taste really shines through in the decor and ambience."
"1220325",23401851,449885341,"2019-05-07",74023748,"Chhai","The host canceled this reservation 26 days before arrival. This is an automated posting."
"381322",5769624,44767343,"2015-08-29",10938216,"Angela","Nicole was very friendly and gave great advice about local places.  The room is exactly like in the photo, very clean.  Felt safe there.  Great to have access to a bike - short ride down to the beach.  Abbot Kinney Ave just a few minutes walk away with expensive shops and restaurants.  Short drive back to the airport.  Santa Monica Pier about 4km away.  All up a very nice place to stay!"
"866544",16499712,418288910,"2019-03-01",239425256,"Kevin","Great location in downtown LA. The check-in/out process was very smooth. Very modern apartment."
"496546",8342237,77584059,"2016-06-02",58284684,"Chao","Very nice location! Close to Hollywood and Universal Studio. Parking is in front of your window so you don't have to worry about your car. "
"1216612",23290756,300282776,"2018-08-01",203626242,"Amanda","Betsy’s place is a beautiful home up in the hills outside of the busyness of the city. The space was thoughtfully decorated and the perfect amount of space for our family of 4. The beds were comfortable, the spa bathroom is great and the views over the pool are amazing! This was our first Airbnb experience and Betsy made us feel very much at home. She was easy to communicate with and gave us lots of suggestions around town. We would definitely recommend Betsy’s place for a quiet stay just outside the city. We thoroughly enjoyed our stay!"
"1271452",24737907,497803900,"2019-07-28",45889729,"Sierra","Super neat place! Really interesting finishes, super cool art, great location! Truly recommend! Heads up, there’s no doors for the bathroom or toilet! Also, it gets pretty hot in the summer. Overall, would stay again, though!"
"307400",4256314,402536993,"2019-01-18",24507340,"William","Clean, easiest check in I’ve ever had, close to lots of good restaurants and  if you love the ocean you won’t stay any closer than this!"
"1064207",20468067,364947250,"2018-12-31",165315949,"Zahra","I would definitely come back to his amazing house again. I had the best experience. It was pretty safe and easy to check in and check out"
"1386032",29016640,500743752,"2019-08-02",272866931,"Stephen","Great apartment along with a great host and price made this place almost unbeatable. Great location and very easy to get to."
"909837",17423684,402831568,"2019-01-19",19074799,"John","Ana's place was clean and as expected. I really enjoyed my stay here."
"4586",24041,29003250,"2015-04-02",7086999,"Megan","It was a great stay! Great location and super cute bungalow! We walked down to the pier a few times, very close. "
"437961",6990881,236625978,"2018-02-19",67622706,"Chad","The building itself and the room is nice and stylish. Beds were comfy. It’s very loud from the street noise and bar below, so light sleepers or anyone wanting a moment of peace and quiet would be miserable here. 

The location is in a part of downtown that’s a little dicey, but there were still plenty of places to walk to for food and drinks. The 101 is fairly easy to access. This part of downtown could be an unwelcome culture shock for some, though. 

All in all, the room itself and the hosts were good but I would likely look to stay a few blocks away in a different part of downtown or a different neighborhood altogether next time."
"514882",8740867,427447185,"2019-03-23",72211874,"ByeongCheol","The owner is kind and quick to respond. 
The room is a little different from the picture. The bedroom is especially messy."
"123330",1112589,7791963,"2013-10-03",108362,"Sarah","How to put this in words...
I now have a new good reason to stay in Venice 'cause I found two amazing hosts. My first reason to come back again was the cool atmosphere of Venice, specially this neighborhood. Second reason is that you only need to walk 10 minutes to eat at the best diner ever, Café 50's or going down to the beach. I spent 8 days here, never needed a car. You have a lot to do just walking and riding. 
On my arrival, the airline company lost my suitcase but Tony handled that. He answered the calls, got my suitcase back. 
I'm a french girl and I traveled alone, it was my first airbnb experience. It truly rocked.
For those who wants to save money but still eat outside, go to La Fiesta Brava, The Mexican food truck on Rose or Café 50's (participate in keeping this place alive, thanks for your cooperation).
Miss you guys!"
"1227875",23577998,426333608,"2019-03-20",179172830,"DeAndre","Was a good place to stay with private bathroom"
"632794",11974572,145279025,"2017-04-17",116111563,"Liliana","Boa localização, zona calma com pouco ruído e parque de estacionamento. Ótima experiência."
"1201218",22889381,451436394,"2019-05-11",150140368,"Adeesh","Great place to stay in DTLA."
"1276622",24858127,457713230,"2019-05-24",159877424,"Marco","Very good"
"572608",10344542,112318591,"2016-11-05",50759362,"Aaron","Very good communication."
"343083",4933756,39537122,"2015-07-24",37515036,"Tessa","Debbie was an awesome host. She provided very helpful info. The room and surrounding areas were very clean and well maintained. Would definitely book with her again. Wish we could have stayed longer! "
"1289050",25258438,502560299,"2019-08-04",150471604,"Alyson","David was a great host and is very accommodating to those traveling from out of state! We did not arrive until nearly midnight on the date of check-in and David waited up to hand over the key and provided many recommendations for things to do around the area. The location is prime- waking distance from Sunset Blvd, Melrose Ave, and many great restaurants/shops. Would definitely recommend!"
"1317767",26395083,526362955,"2019-09-08",274012848,"Theresa","The home was neat and clean.  Had a good experience.  I would recommend them to my friends."
"730223",13913321,357815603,"2018-12-11",53860302,"Brittney","Had such a great stay at this place! Was very clean and Christina was really great at responding to any concerns quickly. :)"
"899581",17187498,226622092,"2018-01-11",128168595,"Eurika","Thank you for an amazing stay. The home is quiet, private and cozy. Exactly want I need when I’m in town for work. The host Allison is awesome, she’s literally a second away and responds immediately. Love her! She leaves a detailed list that include Wifi password, lock code, amenities, directions.. just everything you could think of. Everything is right at your finger tips, lot of restaurants and shopping centers right down the hill. Loved it and would definitely return."
"223393",2703551,307084182,"2018-08-13",3129809,"Anneliese","A lovely stylish room in a great hood e with thoughtful touches and a great host. "
"1183185",22482517,494145061,"2019-07-23",271146965,"珩","It is spacious and convenient to beach and downtown."
"1281364",24986845,315418576,"2018-08-28",211530324,"Amine","Nice place and had good stay there 
Everything wAs perfect  "
"408781",6375988,73182930,"2016-05-07",49347130,"Rey & Erika","Richard is absolutely the greatest host ever!

My Husband and I (fiance' at the time) wanted to book a house for my friends and relatives who were flying in for our wedding.

We were rejected by so many houses because no one realistically wants a group of 20 year olds in the same place at the same time lol!
But not Richard, he let us book his place and was more than welcoming and more than kind.

I was absolutely beyond late for check-in because I had so much to do the day before my wedding and he was so nice and didn't even become upset that I didn't arrived until 10pm.

He greeted me with a smile and was very enthusiastic, meeting all of my friends and family. He showed us around the house and let us know his rules and I tried to do my best to make sure those rules were followed and that we kept the house as clean as possible.

There are not enough words to describe the great time that I had with my friends and family, the house was beyond gorgeous and the swings, trampoline, and all of the cool artifacts were BEYOND A DREAM! 
I hope that I was a great guest in the end and that he didn't feel disrespected.
 I couldn't keep an eye on all of my party animal friends and family, but I spent enough time tidying the house and putting everything in it's original home.

Richard is absolutely amazing and for any future guests, just keep in communication with him if you are late or there is a change in guest numbers, or if you have any general questions, he is super quick to get back to you, and is kind with every response.

Thank you Richard!
You made the night before my wedding so relaxing!"
"1030159",19767512,295039309,"2018-07-22",2047198,"Batu","Wonderful place to stay for visiting LA. House is in a peaceful, residential neighborhood close to the airport, Santa Monica, Beverly hills, etc. That said, we had a very comfortable sleep and didn’t even hear any airplanes. Hosts were very nice people and gave us all the privacy we needed. Would stay here again. Thanks Vilai & John!"
"650397",12335546,235413702,"2018-02-16",135879971,"Laurent","Petit studio adorable, très propre, avec jardinet privatif trop mignon et un oranger chargé de fruits - un régal tous les matins!-. Quartier extrêmement calme. De +, Adrienne est vraiment charmante .
Dauphins et bébés whales à Cabrillo Beach. Du pur bonheur.
À recommander vivement."
"1343054",27466916,460630942,"2019-05-29",247134960,"Will","What a fantastic place. Location is great just a short walk from Abbott Kinney and a classic Venice bungalow. Everything was super clean and tidy and the beds were very comfortable! Communication with our hosts was great and I hope to stay again next year."
"613972",11472445,211441220,"2017-11-12",8500014,"Rebecca","Thanks for everything! We really enjoyed our stay!"
"713679",13637979,431763281,"2019-04-01",228110161,"Kana","The room was cozy and cleaned. Also, the owner of a house is so friendly and kind."
"1157130",21981935,289572321,"2018-07-12",100683605,"Greg","Not much street parking and the house was pretty warm without ac. Other than that.. amazing!"
"314811",4379572,59818766,"2016-01-16",27418251,"Masha","Brad is a great and very attentive host. The house has convenient location and fits the description. Although the weather was pretty cold and we could not fully enjoy the outside space with all its amenities. "
"754574",14374893,154946073,"2017-05-26",3480135,"Victoria","Had a wonderful stay! Jason's home is gorgeous and the perfect private spot in a central location. Great host, hope to stay again in the future! "
"1079817",20756667,287970195,"2018-07-08",102279841,"Bao","Great place conveniently located near Koreatown, which made finding food to eat very pleasant. Despite the intense LA heat this place had pretty good air conditioning and was very spacious for 3 people. Would definitely consider staying here again!"
"1071506",20615200,193236787,"2017-09-12",44687373,"Ariq","Loved staying at Marilyn's place. It was really clean and had breathtaking views. It's actually better than the pictures in the listing.

We had to do a late check in and she provided us with clear instructions on how to get in. It was very convenient to have a seperate entrance and the whole lower level all to ourselves. I highly recommend Marilyn's place and won't hesitate to stay there the next time I'm in the area."
"360349",5292580,341007655,"2018-10-25",148342493,"Channing","Adreana was a perfect host. She made sure I was comfortable. Her place was clean and quite."
"853300",16313909,461396284,"2019-05-31",240515448,"Neneh Ada","The host canceled this reservation 6 days before arrival. This is an automated posting."
"19612",107970,67181348,"2016-03-27",47436932,"Walter Danilo","A beautiful place, located in a nice neighborhood. The hosts welcomed us warmly and we had a great stay, even if it was only 3 days long. Recommended!"
